/usr/bin/python3 /home/eap/pycharm-2019.2/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 45705 --file /opt/ssd.pytorch/train.py --dataset_root ./data/SIXRay --dataset SIXRAY
pydev debugger: process 21244 is connecting

Connected to pydev debugger (build 192.5728.105)
/opt/ssd.pytorch/ssd.py:34: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  self.priors = Variable(self.priorbox.forward(), volatile=True)
Loading base network...
Initializing weights...
/opt/ssd.pytorch/train.py:227: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  init.xavier_uniform(param)
Loading the dataset...
Training SSD on: SIXRay
Using the specified args:
Namespace(basenet='vgg16_reducedfc.pth', batch_size=32, cuda=True, dataset='SIXRAY', dataset_root='./data/SIXRay', gamma=0.1, lr=0.0001, momentum=0.9, num_workers=0, resume=None, save_folder='weights/', start_iter=0, visdom=False, weight_decay=0.0005)
/opt/ssd.pytorch/train.py:182: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  targets = [Variable(ann.cuda(), volatile=True) for ann in targets]
/usr/local/lib/python3.7/dist-packages/torch/nn/_reduction.py:43: UserWarning: size_average and reduce args will be deprecated, please use reduction='sum' instead.
  warnings.warn(warning.format(ret))
timer: 8.3067 sec.
iter 2670 || Loss: 2.8608 || timer: 0.3359 sec.
iter 2680 || Loss: 3.0246 || timer: 0.3332 sec.
iter 2690 || Loss: 3.0832 || timer: 0.3347 sec.
iter 2700 || Loss: 2.7663 || timer: 0.3348 sec.
iter 2710 || Loss: 3.1671 || timer: 0.3326 sec.
iter 2720 || Loss: 3.0433 || timer: 0.3336 sec.
iter 2730 || Loss: 3.3716 || timer: 0.3350 sec.
iter 2740 || Loss: 2.6926 || timer: 0.3325 sec.
iter 2750 || Loss: 3.7455 || timer: 0.3336 sec.
iter 2760 || Loss: 3.1051 || timer: 0.3331 sec.
iter 2770 || Loss: 3.5311 || timer: 0.3321 sec.
iter 2780 || Loss: 3.2057 || timer: 0.3355 sec.
iter 2790 || Loss: 3.0315 || timer: 0.3322 sec.
iter 2800 || Loss: 2.7012 || timer: 0.3337 sec.
iter 2810 || Loss: 3.7253 || timer: 0.3317 sec.
iter 2820 || Loss: 2.9280 || timer: 0.3336 sec.
iter 2830 || Loss: 3.0531 || timer: 0.3338 sec.
iter 2840 || Loss: 3.1064 || timer: 0.3316 sec.
iter 2850 || Loss: 2.9472 || timer: 0.3527 sec.
iter 2860 || Loss: 3.3385 || timer: 0.3355 sec.
iter 2870 || Loss: 2.9622 || timer: 0.3343 sec.
iter 2880 || Loss: 2.9082 || timer: 0.3326 sec.
iter 2890 || Loss: 2.7883 || timer: 0.3322 sec.
iter 2900 || Loss: 2.9400 || timer: 0.3312 sec.
iter 2910 || Loss: 3.5634 || timer: 0.3339 sec.
iter 2920 || Loss: 2.8569 || timer: 0.3343 sec.
iter 2930 || Loss: 3.5398 || timer: 0.3332 sec.
iter 2940 || Loss: 3.2449 || timer: 0.3348 sec.
iter 2950 || Loss: 2.9419 || timer: 0.3356 sec.
iter 2960 || Loss: 3.8276 || timer: 0.3361 sec.
iter 2970 || Loss: 3.6532 || timer: 0.3328 sec.
iter 2980 || Loss: 2.5997 || timer: 0.3350 sec.
iter 2990 || Loss: 2.8970 || timer: 0.3331 sec.
iter 3000 || Loss: 2.6771 || timer: 0.3320 sec.
iter 3010 || Loss: 2.5492 || timer: 0.3339 sec.
iter 3020 || Loss: 3.2614 || timer: 0.3371 sec.
iter 3030 || Loss: 2.9105 || timer: 0.3311 sec.
iter 3040 || Loss: 3.4591 || timer: 0.3337 sec.
iter 3050 || Loss: 2.5403 || timer: 0.3323 sec.
iter 3060 || Loss: 3.2474 || timer: 0.3311 sec.
iter 3070 || Loss: 2.9677 || timer: 0.3314 sec.
iter 3080 || Loss: 3.2481 || timer: 0.3316 sec.
iter 3090 || Loss: 2.8684 || timer: 0.3314 sec.
iter 3100 || Loss: 2.7767 || timer: 0.3348 sec.
iter 3110 || Loss: 3.0851 || timer: 0.3353 sec.
iter 3120 || Loss: 2.9230 || timer: 0.3310 sec.
iter 3130 || Loss: 3.4464 || timer: 0.3313 sec.
iter 3140 || Loss: 4.2008 || timer: 0.3325 sec.
iter 3150 || Loss: 2.8029 || timer: 0.3314 sec.
iter 3160 || Loss: 2.9230 || timer: 0.3308 sec.
iter 3170 || Loss: 3.1533 || timer: 0.3317 sec.
iter 3180 || Loss: 2.6978 || timer: 0.3326 sec.
iter 3190 || Loss: 3.0335 || timer: 0.3367 sec.
iter 3200 || Loss: 3.0217 || timer: 0.3346 sec.
iter 3210 || Loss: 2.8893 || timer: 0.3318 sec.
iter 3220 || Loss: 2.9764 || timer: 0.3355 sec.
iter 3230 || Loss: 2.5328 || timer: 0.3329 sec.
iter 3240 || Loss: 3.6118 || timer: 0.3319 sec.
iter 3250 || Loss: 2.7240 || timer: 0.3313 sec.
iter 3260 || Loss: 3.7298 || timer: 0.3366 sec.
iter 3270 || Loss: 3.6166 || timer: 0.3331 sec.
iter 3280 || Loss: 2.9160 || timer: 0.3340 sec.
iter 3290 || Loss: 3.5413 || timer: 0.3354 sec.
iter 3300 || Loss: 2.7197 || timer: 0.3335 sec.
iter 3310 || Loss: 2.7692 || timer: 0.3546 sec.
iter 3320 || Loss: 3.5310 || timer: 0.3350 sec.
iter 3330 || Loss: 3.4494 || timer: 0.3328 sec.
iter 3340 || Loss: 2.7544 || timer: 0.3350 sec.
iter 3350 || Loss: 2.7473 || timer: 0.3333 sec.
iter 3360 || Loss: 3.5116 || timer: 0.3329 sec.
iter 3370 || Loss: 2.6886 || timer: 0.3325 sec.
iter 3380 || Loss: 2.6406 || timer: 0.3339 sec.
iter 3390 || Loss: 3.2487 || timer: 0.3340 sec.
iter 3400 || Loss: 3.1833 || timer: 0.3344 sec.
iter 3410 || Loss: 3.2551 || timer: 0.3351 sec.
iter 3420 || Loss: 2.6400 || timer: 0.3356 sec.
iter 3430 || Loss: 3.1329 || timer: 0.3321 sec.
iter 3440 || Loss: 3.0430 || timer: 0.3311 sec.
